customerid,firstpurchasedate,lastpurchasedate,totalpurchases,totalrevenue,referralsource,churnindicator,discountsused,productcategory,responsetolastcampaign,feedbackscore,preferredpaymentmethod,supportticketsraised,hasloyaltycard,frequency
46010,2019-09-04,2021-10-05,20,12409,Word of mouth,1,4,S38,ignored,5.0,credit card,0,no,1
16293,2020-08-04,2020-10-12,15,5023,Online advertisements,0,3,F70,ignored,5.0,debit card,0,no,15
40078,2020-08-03,2020-10-16,28,5450,Influencer endorsements,0,6,P31,ignored,5.0,apple pay,0,no,28
38676,2019-05-02,2020-08-23,21,11785,In-store promotions,1,3,V21,opened mail,5.0,cash,0,no,13
26255,2021-01-07,2022-02-17,15,10481,Online advertisements,1,6,R63,ignored,4.7738007982887884,debit card,0,no,10
45531,2022-06-11,2022-06-30,7,9884,Social media promotions,0,4,U69,ignored,2.9664816590367438,debit card,0,yes,7
45650,2019-08-07,2021-08-02,2,8172,Social media promotions,1,4,E85,ignored,5.0,debit card,0,no,2
23273,2021-10-09,2022-01-31,10,8316,Social media promotions,0,5,T26,ignored,5.0,debit card,0,no,4
41158,2019-06-15,2022-04-02,24,8418,Online advertisements,1,3,A06,ignored,5.0,credit card,0,no,18
31782,2020-10-12,2023-06-13,25,5729,Word of mouth,0,2,M20,ignored,4.574155545432367,credit card,0,no,4
12879,2020-08-13,2023-07-25,27,8514,Online advertisements,0,5,C46,ignored,5.0,credit card,0,no,12
27868,2021-05-31,2023-05-15,24,7767,Word of mouth,0,4,C93,ignored,5.0,credit card,0,no,19
17968,2020-02-15,2020-09-24,26,12495,Online advertisements,0,0,T00,ignored,3.8202795606708992,credit card,0,no,9
37782,2021-04-19,2022-12-07,20,9541,Word of mouth,0,6,S94,ignored,4.803312912207221,credit card,0,no,11
36029,2020-08-17,2023-08-16,8,8351,Influencer endorsements,1,5,A04,ignored,3.614458925973363,debit card,0,no,1
12969,2021-01-31,2022-10-23,18,9484,Online advertisements,0,1,O76,ignored,5.0,debit card,0,no,3
16296,2022-04-26,2023-02-20,17,5973,Traditional media outreach,0,2,V95,purchased,2.0260326498236054,cash,1,yes,11
26847,2019-05-24,2023-05-24,24,7034,Online advertisements,0,6,W92,ignored,2.327176942528544,credit card,0,yes,11
12281,2019-04-23,2019-05-31,13,7168,Online advertisements,0,5,I57,ignored,4.420639657565318,debit card,0,no,13
7627,2020-09-04,2023-03-16,8,9702,Online advertisements,0,4,J86,ignored,5.0,debit card,0,no,3
10137,2020-03-22,2022-11-29,21,10650,Word of mouth,1,4,C54,ignored,4.929324598561209,credit card,0,no,12
5396,2020-08-02,2022-10-21,12,5611,In-store promotions,1,2,C22,opened mail,2.108709399800143,cash,0,yes,3
39379,2020-12-14,2023-07-25,11,10355,Word of mouth,0,1,X54,ignored,5.0,credit card,0,no,10
45463,2019-07-22,2023-05-17,30,5560,Traditional media outreach,1,5,Q86,purchased,5.0,cash,0,no,27
15612,2020-12-15,2023-03-24,28,10377,In-store promotions,0,5,G18,opened mail,4.990098119216052,cash,0,no,17
35941,2020-09-08,2020-11-18,22,11441,Email campaigns,1,3,C94,ignored,5.0,debit card,0,no,22
17286,2020-07-02,2021-06-10,17,6783,Influencer endorsements,1,0,D64,ignored,5.0,debit card,0,no,2
17750,2022-04-02,2022-10-03,17,10276,Influencer endorsements,0,4,D53,ignored,4.99969560935476,paypal,0,no,12
49640,2019-03-07,2022-05-08,16,7940,Social media promotions,1,5,O28,ignored,4.514063246471497,debit card,0,no,11
46303,2019-11-17,2023-06-27,10,9035,Influencer endorsements,1,5,X94,ignored,4.167117796591401,debit card,0,no,2
41429,2019-07-02,2020-09-19,28,5495,Word of mouth,0,6,D08,ignored,4.555874691826714,credit card,0,no,17
13784,2019-10-12,2022-01-05,28,10301,Word of mouth,0,6,R76,ignored,4.2262057658036465,credit card,0,no,22
49836,2020-10-12,2023-07-31,30,12615,Social media promotions,1,5,A30,ignored,5.0,debit card,0,no,22
36391,2021-11-24,2022-11-29,20,5479,Influencer endorsements,1,1,H77,ignored,4.937440174883926,debit card,0,no,13
9148,2022-07-06,2023-06-19,16,7247,In-store promotions,1,0,I55,opened mail,5.0,cash,0,no,6
31768,2019-10-31,2022-11-03,28,6360,Word of mouth,0,5,I21,ignored,4.2731636904190555,credit card,0,no,20
32623,2021-03-24,2022-05-22,25,5873,In-store promotions,1,2,W46,opened mail,5.0,cash,0,no,17
27213,2020-07-05,2023-05-31,29,9288,Online advertisements,1,4,S86,ignored,4.069288203090312,credit card,0,no,5
47555,2020-01-01,2022-03-06,10,9379,Social media promotions,1,3,F28,ignored,5.0,debit card,0,no,9
40839,2019-04-17,2021-12-03,28,5612,Online advertisements,0,6,V93,ignored,5.0,debit card,0,no,22
33759,2020-09-08,2021-07-24,10,10097,Social media promotions,0,2,S82,ignored,5.0,debit card,0,no,4
35862,2020-05-19,2022-02-21,9,4819,Word of mouth,0,4,A90,ignored,4.708347079498258,credit card,0,no,8
43806,2019-09-17,2020-04-06,7,8059,Email campaigns,0,6,A08,ignored,5.0,debit card,0,no,1
24347,2020-12-04,2021-02-10,13,9683,In-store promotions,1,1,P04,opened mail,5.0,cash,0,no,13
14141,2020-01-01,2021-08-08,24,5740,Social media promotions,0,6,C09,ignored,5.0,debit card,0,no,24
16583,2019-06-09,2021-03-03,16,9537,Social media promotions,1,0,W50,ignored,3.2881717665474337,debit card,0,no,9
40616,2021-08-27,2021-09-16,22,9589,In-store promotions,1,0,N92,opened mail,5.0,cash,0,no,22
31889,2021-02-06,2022-06-20,10,5761,Influencer endorsements,1,4,S23,ignored,2.3624713109320057,apple pay,0,yes,6
16104,2021-12-27,2022-02-28,15,4991,Social media promotions,1,2,W61,ignored,5.0,debit card,0,no,15
17461,2019-04-18,2023-08-19,40,4926,Online advertisements,0,3,R62,ignored,5.0,credit card,0,no,5
40780,2021-03-27,2023-08-12,22,12255,In-store promotions,0,1,Y76,opened mail,4.883302663733713,cash,0,no,1
47947,2022-06-02,2023-07-29,17,5692,Influencer endorsements,0,4,K07,ignored,2.454841720873216,debit card,0,yes,16
37211,2019-03-31,2019-05-11,13,6054,Online advertisements,0,1,K56,ignored,4.746665172766819,credit card,0,no,13
12567,2020-07-17,2021-01-23,22,4587,Online advertisements,0,0,N81,ignored,5.0,credit card,0,no,3
26347,2020-08-09,2022-07-09,25,7158,In-store promotions,1,5,D65,opened mail,1.8949663786438646,cash,0,yes,22
12568,2019-03-07,2020-01-08,20,10831,Word of mouth,0,5,J97,ignored,4.152594738215092,credit card,0,no,7
6565,2022-11-16,2023-05-04,18,10437,Traditional media outreach,0,3,H46,purchased,5.0,eft,<2,no,2
23741,2020-08-30,2022-05-07,11,8582,Word of mouth,0,1,G40,ignored,4.106463803587676,credit card,0,no,6
9785,2019-10-30,2020-12-01,27,11373,In-store promotions,0,4,J70,opened mail,4.309679501520536,cash,0,no,6
25015,2019-09-27,2019-11-14,9,4837,Social media promotions,1,3,V90,ignored,5.0,debit card,0,no,9
37166,2019-08-08,2023-04-01,30,5232,Social media promotions,1,6,J52,ignored,4.987994111406326,debit card,0,no,16
17571,2019-08-09,2022-06-23,8,10194,In-store promotions,1,6,U28,opened mail,3.793368034657544,cash,0,no,2
14162,2020-06-15,2021-04-05,26,7974,Social media promotions,1,2,L96,ignored,1.380435802891982,debit card,0,yes,7
20016,2020-09-23,2023-02-08,25,8185,Email campaigns,1,5,Q21,ignored,5.0,debit card,0,no,9
47153,2019-06-13,2021-04-13,2,9620,Word of mouth,0,4,O97,ignored,5.0,credit card,0,no,1
43133,2020-11-03,2022-02-27,12,12150,Word of mouth,1,1,D42,ignored,2.822727221247347,credit card,0,yes,11
10183,2020-09-06,2022-09-11,27,11218,Online advertisements,1,3,Z73,ignored,4.736451785419801,credit card,0,no,8
49082,2019-05-28,2020-03-09,9,5084,Influencer endorsements,1,4,A74,ignored,4.56929112697114,apple pay,0,no,3
10386,2022-05-09,2022-06-10,12,8633,Word of mouth,0,3,M48,ignored,5.0,credit card,0,no,12
22324,2019-02-16,2023-02-05,38,4977,Word of mouth,0,3,N48,ignored,4.745917610962899,credit card,0,no,26
48618,2022-01-30,2022-08-21,11,12407,Social media promotions,1,3,D58,ignored,5.0,debit card,0,no,9
16245,2022-01-06,2023-07-17,10,4627,Influencer endorsements,0,1,F94,ignored,2.20045546130538,debit card,0,yes,5
39452,2020-03-26,2022-06-26,25,6728,Influencer endorsements,0,4,N63,ignored,5.0,apple pay,0,no,20
43804,2020-01-26,2020-04-22,2,7131,Online advertisements,1,0,C68,ignored,5.0,credit card,0,no,2
47012,2021-04-15,2023-04-19,16,4830,Word of mouth,0,0,U19,ignored,5.0,credit card,0,no,8
29523,2020-04-25,2023-03-15,20,6109,Traditional media outreach,0,1,E14,purchased,4.979890322471206,cash,0,no,13
17266,2021-10-16,2022-09-12,17,10182,Online advertisements,0,6,L56,ignored,5.0,credit card,0,no,7
32678,2021-10-23,2022-12-25,28,5634,In-store promotions,1,1,A61,opened mail,3.4166992820434388,cash,0,no,5
47604,2019-10-11,2021-01-18,8,9605,In-store promotions,1,5,Q03,opened mail,2.378523043463253,cash,0,yes,2
47046,2019-04-18,2021-06-27,19,5820,Influencer endorsements,1,3,V15,opened mail,4.930295940726429,afterpay,0,no,1
38904,2020-07-24,2020-08-23,19,5168,Word of mouth,0,4,Q67,ignored,5.0,credit card,0,no,19
11987,2019-05-15,2020-02-03,28,10434,In-store promotions,1,4,Z02,opened mail,5.0,cash,0,no,1
19104,2019-07-29,2020-05-21,4,7504,Influencer endorsements,0,2,P85,opened mail,5.0,google pay,0,no,4
46394,2020-04-05,2023-08-16,24,8755,Influencer endorsements,0,2,C36,ignored,5.0,debit card,0,no,18
10500,2021-10-26,2022-03-20,22,7705,Online advertisements,0,0,M13,ignored,3.857404169463591,debit card,0,yes,8
9815,2019-05-09,2022-05-08,29,5938,Online advertisements,1,2,P42,ignored,5.0,credit card,0,no,27
34487,2019-02-14,2019-03-16,2,5731,Word of mouth,1,2,O15,ignored,5.0,credit card,0,no,2
46654,2020-01-28,2020-04-07,31,12568,Email campaigns,1,0,Y53,ignored,5.0,debit card,0,no,31
23142,2020-01-13,2023-07-25,26,11339,Influencer endorsements,1,5,Y99,ignored,4.072957889714564,debit card,0,no,25
48539,2022-10-13,2023-01-21,14,12661,Online advertisements,0,6,H71,ignored,5.0,debit card,0,no,1
17223,2020-02-04,2020-07-30,2,9958,Social media promotions,1,0,Y34,ignored,5.0,debit card,0,no,2
44161,2020-04-29,2022-03-23,29,10344,Online advertisements,0,6,P59,ignored,5.0,debit card,0,no,6
30996,2020-10-04,2020-12-13,15,11526,Influencer endorsements,1,2,D98,ignored,4.601122392025036,debit card,0,no,15
9183,2020-11-21,2022-09-06,12,4880,Event sponsorships,1,4,W30,opened mail,5.0,cash,0,no,2
43541,2021-01-31,2022-10-10,24,9663,Word of mouth,1,2,N01,ignored,5.0,credit card,0,no,5
18478,2019-09-09,2019-09-20,28,8494,Social media promotions,0,3,Z50,ignored,4.039173707082191,debit card,0,no,28
5566,2020-03-10,2021-05-08,20,10567,Word of mouth,0,6,W30,ignored,4.908704524196793,credit card,0,no,10
40833,2019-05-13,2022-04-02,29,7193,Influencer endorsements,0,6,S12,ignored,4.730746916847495,debit card,0,no,22
30393,2022-03-17,2022-11-10,11,7292,Influencer endorsements,0,3,S19,ignored,5.0,apple pay,0,no,7
36183,2019-08-18,2021-07-11,24,5598,Event sponsorships,0,3,O83,opened mail,4.49686385574474,cash,0,no,7
49075,2021-08-19,2022-10-07,21,12411,Online advertisements,1,5,M02,ignored,4.027792789967078,credit card,0,no,19
17993,2021-10-14,2022-04-01,10,6772,Traditional media outreach,0,1,A11,purchased,5.0,cash,0,no,4
16607,2021-04-05,2021-05-19,14,6292,Word of mouth,0,3,D71,ignored,5.0,credit card,0,no,14
31682,2020-02-11,2022-10-26,19,10190,Influencer endorsements,0,6,Q05,ignored,2.51722361511625,debit card,0,yes,14
36474,2022-03-12,2022-08-23,5,6283,Word of mouth,0,4,V02,ignored,4.208184878008542,credit card,0,no,2
11247,2019-05-31,2020-11-02,18,9867,In-store promotions,1,6,O94,opened mail,5.0,cash,0,no,7
22583,2021-05-01,2021-10-10,24,5197,Email campaigns,0,6,Q39,ignored,5.0,debit card,0,no,6
42313,2020-02-06,2020-09-15,14,12609,Influencer endorsements,1,5,E84,ignored,4.580410023177973,paypal,0,no,3
45873,2020-01-15,2022-02-25,6,12635,In-store promotions,1,1,F15,opened mail,5.0,cash,0,no,2
47761,2019-05-31,2019-07-21,26,4554,Word of mouth,1,1,J80,ignored,2.42516787298677,credit card,0,yes,26
44278,2019-03-03,2021-09-14,12,9362,Word of mouth,0,3,Y60,ignored,5.0,credit card,0,no,7
35342,2020-08-08,2022-10-30,22,8480,In-store promotions,1,2,D21,opened mail,4.633007792532038,cash,0,no,6
49753,2020-01-16,2020-11-25,24,12450,Online advertisements,0,6,K71,ignored,1.4255843601413507,debit card,0,yes,1
41253,2020-07-17,2020-12-29,12,10347,Word of mouth,0,0,S53,ignored,4.016117304487764,credit card,0,no,6
12605,2019-08-26,2021-08-16,14,8720,Social media promotions,0,2,M76,ignored,4.028164994016766,debit card,0,no,4
19851,2019-07-05,2021-01-06,13,6292,Influencer endorsements,0,2,Z63,ignored,5.0,debit card,0,no,1
11024,2019-11-24,2020-09-11,6,7824,Word of mouth,0,1,W68,ignored,5.0,credit card,0,no,4
5457,2019-08-11,2021-08-04,22,6415,Online advertisements,1,1,T39,ignored,5.0,credit card,0,no,18
44757,2019-07-25,2019-11-04,14,11073,Word of mouth,1,5,Y34,ignored,4.408191781772022,credit card,0,no,11
31594,2022-07-28,2023-05-31,31,10432,Social media promotions,0,5,U40,ignored,4.654419835539723,debit card,0,no,17
47140,2020-04-01,2020-06-13,16,9233,In-store promotions,1,1,J97,opened mail,3.952395174063952,cash,0,no,16
11753,2019-05-15,2021-08-04,29,4965,Traditional media outreach,0,4,J39,purchased,2.5287361347952535,eft,1,yes,8
39729,2020-08-13,2021-01-27,5,11812,Influencer endorsements,1,4,F30,ignored,5.0,debit card,0,no,4
29015,2020-02-05,2022-02-13,24,6418,Word of mouth,1,0,J45,ignored,2.7530409963159372,credit card,0,yes,23
6638,2021-01-28,2023-05-06,25,6714,Event sponsorships,1,1,N83,opened mail,5.0,cash,0,no,23
46320,2019-04-17,2020-01-14,2,8812,Email campaigns,1,3,W17,ignored,5.0,debit card,0,no,1
42812,2019-02-22,2021-12-07,16,8283,Word of mouth,1,5,G12,ignored,4.827326970784941,credit card,0,no,13
25240,2021-07-28,2023-01-30,4,12616,Event sponsorships,0,1,T29,opened mail,5.0,cash,0,no,4
19625,2019-07-10,2022-12-27,34,11139,Influencer endorsements,0,4,J54,opened mail,4.392762980947578,google pay,0,no,20
38018,2021-02-07,2022-11-16,23,12302,Influencer endorsements,1,1,E44,opened mail,4.313816194598968,google pay,0,no,18
35351,2019-06-15,2021-03-10,6,5589,Influencer endorsements,0,4,L32,ignored,5.0,apple pay,0,no,5
6124,2021-05-07,2022-10-27,17,11556,Online advertisements,1,1,I18,ignored,4.627632822138868,credit card,0,no,3
17457,2021-11-18,2021-12-24,23,11742,Online advertisements,0,6,V45,ignored,3.3806764852414686,credit card,0,no,23
8388,2019-05-15,2023-01-01,22,11284,Influencer endorsements,1,3,A56,ignored,5.0,apple pay,0,no,13
13569,2020-11-12,2022-12-04,27,7557,Online advertisements,1,0,G76,ignored,4.304473901615715,credit card,0,no,14
35452,2020-08-15,2021-06-03,16,9920,Social media promotions,1,6,U62,ignored,5.0,debit card,0,no,7
39892,2019-05-21,2020-02-26,27,6141,Influencer endorsements,0,3,V22,opened mail,4.543969635797706,sezzle,0,no,15
20057,2020-03-15,2023-08-05,13,8088,Influencer endorsements,0,4,Z45,opened mail,4.566212044910603,sezzle,0,no,5
49410,2019-10-26,2022-03-21,12,11885,Social media promotions,1,5,I53,ignored,5.0,debit card,0,no,4
6138,2019-08-24,2022-06-16,21,9769,In-store promotions,1,5,T73,opened mail,5.0,cash,0,no,6
5494,2022-02-10,2023-08-11,24,10044,In-store promotions,0,2,B90,opened mail,1.8145865395053415,cash,0,yes,8
31744,2019-07-04,2019-07-08,19,8423,Influencer endorsements,0,3,E24,ignored,4.311322679348338,paypal,0,no,19
41053,2021-10-18,2022-12-25,14,5116,Online advertisements,0,1,T04,ignored,5.0,credit card,0,no,1
47553,2019-06-27,2021-10-27,21,8367,Online advertisements,0,0,H97,ignored,1.208472778900716,credit card,0,yes,7
39645,2019-10-08,2022-06-30,31,11823,Online advertisements,0,1,T56,ignored,5.0,debit card,0,no,1
45707,2019-12-03,2020-07-18,15,10850,Word of mouth,1,1,L94,ignored,5.0,credit card,0,no,14
48547,2021-06-10,2022-07-24,16,7615,Online advertisements,0,3,D93,ignored,5.0,credit card,0,no,6
38579,2020-07-25,2023-05-26,12,12225,Online advertisements,1,0,Q96,ignored,5.0,credit card,0,no,7
33745,2021-02-01,2021-12-23,16,4790,Social media promotions,1,2,Z05,ignored,5.0,debit card,0,no,14
20433,2020-05-04,2022-04-26,25,7437,Event sponsorships,0,6,A43,opened mail,5.0,cash,0,no,17
25117,2019-07-07,2023-03-23,24,4632,Word of mouth,0,1,Z10,ignored,5.0,credit card,0,no,13
28239,2019-05-06,2020-04-04,23,7531,Influencer endorsements,1,0,D60,ignored,5.0,apple pay,0,no,19
29128,2020-02-10,2023-01-30,27,12034,Influencer endorsements,0,2,Z01,ignored,4.262070926502148,apple pay,0,no,14
35475,2020-01-07,2020-08-09,29,4633,Word of mouth,1,6,O33,ignored,4.654145592241273,credit card,0,no,15
19276,2021-05-26,2023-03-18,23,5791,Event sponsorships,0,1,X14,opened mail,5.0,cash,0,no,7
46366,2022-04-03,2022-10-05,14,5289,Influencer endorsements,0,0,G66,ignored,5.0,debit card,0,no,14
28967,2020-04-28,2022-10-03,15,12302,Online advertisements,0,6,G24,ignored,4.47491898721114,debit card,0,no,13
23221,2019-06-13,2021-04-23,21,5145,Influencer endorsements,1,3,W71,opened mail,4.40376709045581,google pay,0,no,12
35693,2021-03-31,2021-04-02,17,4827,Online advertisements,0,5,U71,ignored,5.0,credit card,0,no,17
17187,2019-11-03,2020-03-26,13,5131,Influencer endorsements,1,5,D65,ignored,5.0,apple pay,0,no,9
9048,2019-09-20,2020-09-13,22,5199,Word of mouth,0,1,H84,ignored,4.183323042224961,credit card,0,no,1
23386,2019-07-30,2020-02-24,15,10907,In-store promotions,1,1,E42,opened mail,5.0,cash,0,no,15
29330,2021-05-14,2021-06-07,12,11425,Social media promotions,0,6,O83,ignored,5.0,debit card,0,no,12
30018,2020-11-07,2021-06-02,12,12024,Influencer endorsements,1,0,E61,ignored,5.0,debit card,0,no,2
21957,2022-01-11,2022-09-10,5,9783,Online advertisements,1,5,B32,ignored,5.0,credit card,0,no,4
40971,2020-08-23,2022-05-17,15,10607,Influencer endorsements,1,1,F73,ignored,4.88175448487581,paypal,0,no,13
37758,2020-11-30,2023-05-30,27,6938,Influencer endorsements,1,2,H92,opened mail,5.0,afterpay,0,no,25
29066,2022-11-13,2023-05-11,20,8118,Social media promotions,1,1,T97,ignored,5.0,debit card,0,no,8
48709,2021-05-16,2022-09-27,23,12632,Influencer endorsements,1,5,V65,ignored,5.0,debit card,0,no,19
10815,2019-05-03,2021-06-20,15,7767,Social media promotions,0,4,I06,ignored,4.916537280602025,debit card,0,no,8
32628,2021-06-24,2023-08-15,27,9408,In-store promotions,1,5,Y33,opened mail,2.3371650128568917,cash,0,yes,18
12236,2021-08-05,2022-01-08,14,9629,Social media promotions,1,2,T24,ignored,4.444441434176996,debit card,0,no,11
14242,2019-12-02,2023-06-09,33,11788,In-store promotions,1,0,A71,opened mail,4.899478270453609,cash,0,no,15
48462,2020-11-21,2021-06-20,11,6815,In-store promotions,0,2,E84,opened mail,5.0,cash,0,no,9
22720,2020-07-31,2021-08-03,12,11571,Social media promotions,0,4,F43,ignored,5.0,debit card,0,no,1
39799,2020-03-17,2021-07-02,21,7349,Online advertisements,0,4,Z10,ignored,5.0,credit card,0,no,2
46760,2019-07-01,2022-05-31,31,8661,Social media promotions,1,1,I49,ignored,5.0,debit card,0,no,21
43773,2020-02-12,2021-05-05,14,9545,In-store promotions,0,1,S77,opened mail,4.243430925009803,cash,0,no,3
33622,2021-10-06,2022-04-01,17,7866,Online advertisements,0,5,T21,ignored,5.0,credit card,0,no,2
32397,2019-09-15,2020-08-17,28,7488,Email campaigns,1,3,T02,ignored,5.0,debit card,0,no,15
18004,2021-08-18,2023-05-14,21,5515,In-store promotions,1,2,D96,opened mail,5.0,cash,0,no,19
5911,2019-12-10,2022-08-16,32,8978,Online advertisements,0,5,K06,ignored,4.998933737104539,debit card,0,no,14
21701,2022-03-21,2022-11-17,22,6990,Influencer endorsements,1,3,B50,ignored,5.0,debit card,0,no,7
34370,2020-05-12,2021-01-09,30,11772,Online advertisements,1,5,V27,ignored,5.0,credit card,0,no,5
49801,2019-06-27,2022-05-21,23,7973,Word of mouth,1,4,G63,ignored,4.010173818067479,credit card,0,no,14
7679,2020-04-20,2021-10-11,21,7378,In-store promotions,1,1,B79,opened mail,5.0,cash,0,no,8
48933,2022-04-04,2022-06-11,13,11713,Word of mouth,0,1,I03,ignored,5.0,credit card,0,no,13
34752,2020-02-21,2022-04-29,27,11422,Online advertisements,1,5,Q51,ignored,4.632986470228605,credit card,0,no,15
25646,2020-06-04,2020-12-03,20,9375,In-store promotions,0,1,V97,opened mail,5.0,cash,0,no,5
47088,2020-11-20,2021-06-12,3,9325,Online advertisements,0,0,K28,ignored,5.0,debit card,0,no,2
12375,2022-02-05,2022-04-06,5,12447,Traditional media outreach,0,5,Y92,purchased,5.0,cash,1,no,5
49054,2019-07-01,2020-04-04,9,12490,Traditional media outreach,0,4,U85,purchased,5.0,cash,1,no,6
7505,2022-05-22,2022-10-25,29,12451,Online advertisements,1,6,O93,ignored,5.0,credit card,0,no,12
